"X_id","OBJECTID","STRUCTID","ADDRESS","STREETNAME","CROSSSTREET1","CROSSSTREET2","DBH_TRUNK","WARD","BOTANICAL_NAME","COMMON_NAME","geometry"
480,47651,48104,3716,"oYoQNsMn St","TbYJYHYL St","MBdxiYjC St",75,20,"Picea pungens","Silver Maple","POINT (-79.3927763492567 43.832699261629)"
481,99007,33495,1834,"pzqEGTFj St","VuLUdKOC St","QqXyOBEC St",26.6,25,"Picea pungens","White Birch","POINT (-79.5013985167956 43.8808902404038)"
482,76,78696,4803,"HxZIZazS St","ZzYeFBte St","OHqufDUN St",18.9,2,"Picea pungens","White Birch","POINT (-79.3843075184152 43.7556462583365)"
483,56753,10118,3851,"kDWHPGPB St","dbSdkOHp St","YRvBxqdb St",85.5,22,"Acer saccharinum","White Birch","POINT (-79.4809486454586 43.6163990887115)"
484,16029,31519,2051,"NeHddnAu St","yZkfUCtU St","UZwYQvcG St",42.4,7,"Acer saccharinum","Silver Maple","POINT (-79.5284258796833 43.7956697634188)"
485,37853,2936,4422,"GBrRdGkd St","dROFEJZW St","MwIsGQnl St",60.5,9,"Betula papyrifera","Silver Maple","POINT (-79.4862781347008 43.817980487179)"
486,40302,19711,3887,"OrvhTYlS St","mUgaEtiY St","jfKZMjlf St",83.8,25,"Betula papyrifera","White Birch","POINT (-79.5674873112468 43.6660481857369)"
487,75133,15215,2047,"aajpRquh St","PdaRubgg St","TCTqmwbx St",15.9,8,"Acer saccharinum","Silver Maple","POINT (-79.480484450073 43.691027654591)"
488,4297,46600,4863,"PtzbWwcI St","kRKNebDS St","mtDbgUhh St",54.4,16,"Acer saccharinum","Silver Maple","POINT (-79.5249267724808 43.7200005989987)"
489,61429,92075,112,"NfnBdjmA St","pZLSFSKY St","mNUXyZwl St",61.8,22,"Betula papyrifera","White Birch","POINT (-79.4049229002092 43.7278126709163)"
490,63754,59898,1073,"nULbpkGO St","mYdmBGAC St","SRNZtVRO St",56.8,4,"Picea pungens","Silver Maple","POINT (-79.4443411988439 43.7643715366488)"
491,47529,79828,3696,"dOqbCORj St","RpJKavPE St","fnOwVfTL St",43.4,25,"Betula papyrifera","White Birch","POINT (-79.5538911432493 43.8590013082605)"
492,37106,2665,1533,"RkBFVTvu St","RBfMmKRE St","sXCXFLgK St",30,18,"Picea pungens","White Birch","POINT (-79.571826133714 43.8927272305591)"
493,40838,7395,2275,"EPHNSrYF St","jFBOLwfJ St","qRaCfNxD St",36.6,9,"Acer saccharinum","Silver Maple","POINT (-79.4642857776256 43.7064292088151)"
494,91239,7284,98,"cRdNUDzU St","SimJGUoA St","fmvOJimu St",24.4,11,"Acer saccharinum","Silver Maple","POINT (-79.4487145954045 43.7434237969574)"
495,55888,50313,3056,"ReENDXVi St","ofdrYfqp St","GmePUwSK St",75.3,2,"Picea pungens","Colorado Blue Spruce","POINT (-79.4493032858707 43.7170559403021)"
496,83618,35846,2594,"PesPWKbh St","VdfOGFMm St","rGZHNYyr St",56.7,12,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3565429320093 43.8392263735412)"
497,99285,39371,4834,"CqVWUHEA St","hhOYTdsb St","zDIZrYoi St",69.3,12,"Betula papyrifera","Silver Maple","POINT (-79.3232236629818 43.7784879964776)"
498,34490,21904,3256,"JHJMpuld St","dzkqrdUC St","hpiztFwj St",46.1,25,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3739023556933 43.7976084059104)"
499,55582,12539,2185,"ngvaTLtk St","TZsoCWhk St","EZXuZkyi St",76.9,17,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3075043883873 43.6640252241632)"
500,19879,46226,4281,"UKtmFJOo St","cGxrWEed St","nHIblJCz St",95.9,6,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4497033038875 43.6345506765647)"
501,37294,76445,229,"qwxFZHTq St","FkSHHvly St","lTlnyTZI St",38.5,9,"Picea pungens","Colorado Blue Spruce","POINT (-79.5584108187584 43.7364506312413)"
502,31859,52159,335,"myXPaIfj St","bpTSfmvf St","mvfXNQPe St",10.8,1,"Acer saccharinum","White Birch","POINT (-79.5922781232279 43.6155878979014)"
503,74482,15971,1331,"svHORclR St","NlkPacHr St","GalWfaLX St",70.5,17,"Betula papyrifera","White Birch","POINT (-79.4721045997692 43.717051609233)"
504,6529,91630,1119,"AoubNpHa St","CFuEwque St","GBKnRxAq St",55.4,12,"Acer saccharinum","White Birch","POINT (-79.3327234324301 43.8510684047826)"
505,89521,20002,2698,"dezqNMDm St","IrSPyuoL St","aiqzaktb St",56.4,10,"Picea pungens","Silver Maple","POINT (-79.38940116968 43.642426972161)"
506,15524,22363,2131,"XCtkUpla St","meyhGyQd St","TwdGNPCa St",60.5,13,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3564582270104 43.8583252902376)"
507,7053,260,4990,"tlCllEPd St","PrRjHtbn St","gHkVhoEf St",5.5,20,"Betula papyrifera","White Birch","POINT (-79.3107530540321 43.8919128632173)"
508,82255,77057,328,"YnznfUpP St","VqJUyybz St","NGHqLVVY St",56.5,2,"Acer saccharinum","White Birch","POINT (-79.509026631643 43.6106364806183)"
509,2222,17394,3631,"INiEXVVk St","AvTIAvVD St","MUoNTVMA St",50.5,5,"Picea pungens","Colorado Blue Spruce","POINT (-79.4407719759736 43.7562892617192)"
510,87671,74400,903,"lzDLvEzz St","hLPEZRgk St","MgoMLWcU St",55.3,9,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3297518458217 43.8147528599715)"
511,88940,95051,1833,"RtkYynJn St","SXvFyFpu St","fLIsvTQy St",35.4,19,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5189166455297 43.6245011358522)"
512,90727,25306,4035,"adzuJYri St","rIzHXodh St","lOBVKYwO St",35.8,23,"Betula papyrifera","White Birch","POINT (-79.40357985585 43.8717136041494)"
513,97700,45311,1668,"jvSDhCTv St","DnYGPBXb St","JSwgdZQj St",49.3,5,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5703618682455 43.8560458340449)"
514,20995,1274,3763,"orPgCVpn St","cBXOUEAy St","ZrHXQjrl St",20.8,21,"Picea pungens","Colorado Blue Spruce","POINT (-79.425435248157 43.6206232975936)"
515,40459,67259,653,"tCcRKJQz St","uTmWBUan St","HMjuQWaU St",60.4,24,"Betula papyrifera","Silver Maple","POINT (-79.4159983385121 43.7951727235457)"
516,11166,64965,3847,"EGEKtHBB St","wgySzSPP St","IxpLsrcS St",18.5,21,"Acer saccharinum","Silver Maple","POINT (-79.4588347200537 43.6945230171783)"
517,35046,35255,13,"lbSpEWVz St","rhvcLrlm St","gDFhwlcK St",18.9,21,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4159457385074 43.8662966067204)"
518,95455,7188,135,"WBudzWyw St","gquBfkUS St","rAywFgGr St",59.7,4,"Picea pungens","White Birch","POINT (-79.3400736089563 43.8857448103838)"
519,16322,98293,511,"xcxIqgQX St","jIHhmPSU St","orqDFYXb St",20.6,2,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4726121529937 43.8050568925217)"
520,42611,37491,1712,"deDELmJx St","jeeifPMf St","neheSmHS St",84.3,9,"Betula papyrifera","White Birch","POINT (-79.4740933469031 43.8089517294895)"
521,39155,57551,3142,"HUvsjvfr St","XJRnlqyP St","ynAtFrnX St",73,2,"Picea pungens","Silver Maple","POINT (-79.3724272800144 43.7475881881779)"
522,65854,5,1736,"ZMrAqrJT St","lqFfGaaA St","vvnGnLSf St",84.3,18,"Betula papyrifera","White Birch","POINT (-79.3962534588529 43.6545919480035)"
523,1627,67530,4277,"BYGXQaZF St","rmvOGZcv St","cOydwGuA St",35.2,19,"Acer saccharinum","White Birch","POINT (-79.3363679636968 43.6437207782874)"
524,96703,49603,1468,"wbmTnkpB St","cQXSFkmN St","SKAVDZyL St",57.7,15,"Betula papyrifera","Silver Maple","POINT (-79.5091476156143 43.6798754094169)"
525,53391,69493,1888,"XFHaJXEV St","BRnJCQTW St","RnWRbHGL St",25.7,24,"Picea pungens","White Birch","POINT (-79.5973480592947 43.6353655668674)"
526,32035,27134,4836,"FvDUpTFI St","WpNIObjA St","XARtoGaF St",53.2,23,"Betula papyrifera","Silver Maple","POINT (-79.3749214672949 43.6454082934419)"
527,75938,37971,3847,"mOztVyWx St","uiadOqNR St","FARlHwqg St",58.2,18,"Betula papyrifera","Silver Maple","POINT (-79.4019435787806 43.8448774363147)"
528,28613,18015,4556,"pMZsLEEK St","nRQNDWaJ St","XwqSdvTp St",12.8,17,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4514749900438 43.6959182175109)"
529,19586,64964,1021,"bgRyhbfs St","qzjhxzzR St","AUnHbRWs St",45.3,14,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3339578441111 43.7168566945707)"
530,11735,5072,3395,"uYlatibx St","mYWCuZoI St","UYbYofgn St",43.4,21,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4928968768101 43.8385633717058)"
531,77589,22158,3996,"pLUUWgbb St","zmhMWJpi St","ExiAoSjo St",39.3,12,"Picea pungens","Silver Maple","POINT (-79.524372228072 43.6663030958967)"
532,53971,16438,2537,"GFFXUnEW St","eSivvpFB St","qdBPXzmg St",87.2,14,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5871786584146 43.6549840847263)"
533,40133,11390,3753,"bboEJQbL St","OGMSJWbl St","bxdKlkrF St",30.6,1,"Acer saccharinum","Silver Maple","POINT (-79.3752742030658 43.8195029625902)"
534,23248,45324,2866,"DgqRSPwq St","QMngujMF St","JbMAOJoC St",43.2,9,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5828831251245 43.7079159433022)"
535,4968,718,4297,"aZyygBWs St","ibgAJtfZ St","YCnlWjKS St",61.8,22,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5068092558067 43.6271119496319)"
536,77872,11004,3259,"rekFPene St","LzHOBDxw St","xiynZHFo St",39.6,22,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4850755897583 43.8498858383158)"
537,56986,3009,2035,"mVhaSuYh St","XYTrwozg St","xfYkjnDr St",78.2,12,"Picea pungens","Colorado Blue Spruce","POINT (-79.3030377254123 43.8854166733334)"
538,80931,52745,1059,"qHtKgAKl St","MxFpYBDX St","xRxSdsOj St",34.9,5,"Acer saccharinum","White Birch","POINT (-79.5568662435515 43.6588680860586)"
539,44447,45204,3495,"oTdgteCN St","NyXmPcxs St","AZSonNoy St",70.9,24,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5920514110476 43.7612982225139)"
540,24728,63639,3244,"LXkrERzg St","eBcmxAwn St","NPxGkzaf St",47.2,25,"Picea pungens","White Birch","POINT (-79.3598173206672 43.6607267050538)"
541,52551,33967,1380,"KbiACEzI St","TBacIlMk St","VWOJRpfg St",30,22,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5508222806035 43.7787204400636)"
542,30541,74467,3408,"nsPKfQMp St","DqmYVclU St","YDwyZRMZ St",13,14,"Betula papyrifera","Silver Maple","POINT (-79.4133950630669 43.8573436271632)"
543,15546,27353,114,"CjHMJAtp St","VKDLHFou St","BDtUUOEz St",9.3,2,"Picea pungens","Silver Maple","POINT (-79.3558409179328 43.7036920476239)"
544,80653,83789,781,"jASoUcsd St","LYEUCYOA St","JzzJFafN St",73.4,7,"Betula papyrifera","White Birch","POINT (-79.5203822961776 43.7294645200251)"
545,98116,86123,1213,"IaloJznh St","haSgPtYW St","BoVCgtVI St",24,25,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3820776816923 43.8348351317691)"
546,49689,75088,1046,"uyRrjWAL St","bFqybvXT St","awVAqnYU St",51.6,24,"Picea pungens","White Birch","POINT (-79.4988959071692 43.682029325515)"
547,62133,44511,2979,"gcgviSuZ St","SoIPXFEY St","xAofXBsm St",16.2,20,"Betula papyrifera","White Birch","POINT (-79.5884231649106 43.781027645315)"
548,10550,27743,4787,"IOvRILCN St","wNeCBGFF St","aDgDUZAk St",79.2,13,"Betula papyrifera","White Birch","POINT (-79.4230614831904 43.8054983144859)"
549,86015,9247,4917,"zgpBozmb St","nYAmnfgu St","QIDBacct St",72.5,10,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5029164557811 43.6478964588838)"
550,87576,543,3819,"VlriwjDh St","MeOyFVGI St","iWfUzoaD St",23,23,"Picea pungens","Colorado Blue Spruce","POINT (-79.4969578859862 43.8193158376496)"
551,61118,82443,3012,"GvMNkyAe St","SfDJTnOD St","nZbLywnB St",78.4,1,"Betula papyrifera","White Birch","POINT (-79.3857312878361 43.7969541562488)"
552,72047,62141,1389,"WRDvSeCH St","dfkmftlN St","tCBHkGKu St",96,17,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3925784706138 43.6279211852234)"
553,28535,48129,4483,"tAUYVrwG St","dUNTVcvZ St","qQWWnhiI St",83.6,14,"Picea pungens","Colorado Blue Spruce","POINT (-79.3418048412539 43.7553304280853)"
554,19685,26802,3363,"KADrNQNC St","xljKHxgC St","BsILPtpa St",30.3,16,"Picea pungens","Silver Maple","POINT (-79.4456210779492 43.8838383292547)"
555,90544,50240,963,"hZTNEOWC St","uUHgtgDi St","SbWOgUYw St",53.2,19,"Picea pungens","Colorado Blue Spruce","POINT (-79.4508885641582 43.722791847703)"
556,56471,32668,1548,"lvERrjnv St","VgviaCnw St","GJyXMeYA St",19.3,6,"Picea pungens","Colorado Blue Spruce","POINT (-79.3989354135469 43.646808449924)"
557,99374,43979,1546,"wFTUirJC St","XKLYvihf St","QeMcONVQ St",8.3,11,"Picea pungens","White Birch","POINT (-79.3795912095346 43.6665886358358)"
558,40159,28601,1735,"UtHlsGDA St","QxFSgDSs St","GYyeULEa St",49.4,19,"Betula papyrifera","White Birch","POINT (-79.4581781257642 43.7625774351181)"
559,32661,60549,3966,"lDMZHYwA St","nprHyJak St","rBXDNKOB St",99.7,14,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4885248985374 43.8932840909576)"
560,49408,50888,589,"cxgdeEmG St","dqRUMgAb St","XlCDXAyE St",5.5,5,"Acer saccharinum","White Birch","POINT (-79.3341809683479 43.8018468303606)"
561,28999,44334,3626,"wpbQuvAI St","FFmGxtEU St","AnmYgazi St",19.3,23,"Betula papyrifera","White Birch","POINT (-79.3449238380883 43.6336054983083)"
562,17711,32463,1068,"mjisdKch St","oNRVoAxC St","OWQCVDXz St",78.8,2,"Picea pungens","White Birch","POINT (-79.3207455015508 43.885238846438)"
563,73171,4547,366,"QMNwskWh St","IxALTxnH St","LiclyqhH St",53.1,23,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3802611208521 43.7336248828331)"
564,47505,77947,3819,"thSHIhwy St","rojuXQzv St","qLZBvhVu St",49.4,11,"Picea pungens","Silver Maple","POINT (-79.4371290124021 43.8030222195433)"
565,7789,55117,249,"XTutFLhB St","rfSsdspd St","aaJwXJRb St",33.7,18,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5556703742361 43.6738668449922)"
566,12447,85562,2409,"TLyBvMlL St","jQZCdHjf St","dWmrrbeg St",34.9,9,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5036179038696 43.867483466398)"
567,74556,75777,600,"PTrFnwDU St","OoUGoYRF St","yYcJTNoY St",31.3,5,"Acer saccharinum","White Birch","POINT (-79.5937287525274 43.8085770822363)"
568,95877,38048,346,"tNpZWwzk St","mrGcqMun St","OqdCUmGA St",47.1,9,"Picea pungens","Colorado Blue Spruce","POINT (-79.4204055335606 43.7556297522737)"
569,4298,13239,730,"rjPDqdiE St","QRCWgNfv St","ipQgSgPA St",95.3,24,"Betula papyrifera","White Birch","POINT (-79.4538208754733 43.7974354741862)"
570,25948,17427,1974,"WvAsRial St","DwlrBOLI St","dgBCAQoK St",63.1,18,"Picea pungens","Colorado Blue Spruce","POINT (-79.5817642614012 43.7611326722428)"
571,47534,83524,444,"nJhLexwF St","xKoxcfAo St","vbhdftqT St",94.4,14,"Betula papyrifera","Silver Maple","POINT (-79.3659863958135 43.7209089676384)"
572,65505,30318,3127,"YfHPPZWp St","bkHmabcT St","HNJJYRxV St",39.9,11,"Acer saccharinum","Silver Maple","POINT (-79.383993395837 43.6356442105956)"
573,72884,40811,2505,"OiBylqoZ St","jNTsWxQP St","kSpHzNEo St",7.8,10,"Acer saccharinum","Silver Maple","POINT (-79.392455360922 43.7242306926753)"
574,68703,8509,961,"MAiYTnTT St","cPNalWIO St","YNBhObJS St",27.4,7,"Picea pungens","Colorado Blue Spruce","POINT (-79.4953373192577 43.8972747149179)"
575,93017,40441,1276,"lvigOYMI St","EaYwQgjm St","otNSRVXB St",13.4,18,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3864330336219 43.6744676414412)"
576,756,2421,2648,"kBIEMuvq St","DDfrrOJa St","rSxbSxjV St",12.9,22,"Picea pungens","Colorado Blue Spruce","POINT (-79.4617449947167 43.78271319177)"
577,13157,58543,4116,"dmRMGhnR St","obpFlGHO St","FrDplHAW St",14.4,16,"Picea pungens","Silver Maple","POINT (-79.4747415838763 43.8379275024403)"
578,28676,45585,4617,"PvcstVVE St","TRgxDdKV St","nomngBYi St",67.1,21,"Picea pungens","White Birch","POINT (-79.3757742292015 43.8845614627935)"
579,64750,85369,1345,"szGgCkgS St","jksGgWQb St","exKEIBot St",50.4,24,"Picea pungens","Colorado Blue Spruce","POINT (-79.5972047341987 43.6127542143455)"
580,80650,3178,1474,"tmPkUmqd St","NHyiTDnS St","ZPAfCPqQ St",74.1,25,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3701309979893 43.7775564270793)"
581,93955,38577,4060,"QHGBKkWG St","GZIoRshl St","ZfwINpxC St",62.4,2,"Picea pungens","Silver Maple","POINT (-79.5336644435069 43.8456469492987)"
582,14600,73560,436,"DspKlDpZ St","pvaijtXl St","YuEnSlOH St",40.3,25,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.43776047586 43.6525210097432)"
583,27525,22928,4574,"wlrpwiSd St","gGDnbAVt St","BJXJwPiF St",71.6,24,"Picea pungens","Colorado Blue Spruce","POINT (-79.4419697208097 43.6177448829636)"
584,24934,53232,2000,"tWESlxxV St","WYNbxJKw St","THRBtOlj St",93.1,11,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4584555606125 43.8567971377634)"
585,78082,89178,4245,"yRfdoIHM St","UxKXUyjh St","KYnVmWMg St",48.2,23,"Acer saccharinum","Silver Maple","POINT (-79.4903277806006 43.7533645131858)"
586,887,39214,3272,"DlZFfHXo St","AdWzTFGb St","WnomCjdT St",67.3,2,"Picea pungens","White Birch","POINT (-79.589943031664 43.8443816676969)"
587,28360,23331,3720,"KuFDqmrl St","WBfLfHPW St","FgFbnvSt St",73.4,19,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4166966518387 43.6354046968045)"
588,914,99393,3554,"WZxVaSry St","zDTDCoPL St","iCrqtYDX St",94.1,5,"Betula papyrifera","Silver Maple","POINT (-79.3256300067995 43.6821160472697)"
589,92958,58214,4576,"NrlomZfo St","raLfYQRF St","MQLJTsvz St",13.4,4,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4460122779245 43.8417324674549)"
590,14405,54474,1607,"snXlBKTP St","MKvDBrZs St","XjByKxjI St",27.3,25,"Picea pungens","White Birch","POINT (-79.3841418424156 43.6890049404232)"
591,45533,21719,1071,"oBBECzae St","WGwAYIsG St","HoKZwAIA St",7,24,"Acer saccharinum","Silver Maple","POINT (-79.5831732052611 43.8055277670966)"
592,92684,68117,908,"cTugYCkJ St","eZKhhwHe St","KwhirqVU St",25.5,23,"Acer saccharinum","Silver Maple","POINT (-79.3027818919858 43.8692335912958)"
593,81921,97049,1739,"fzocqcEt St","GCugeGCe St","avvOQWOS St",24.1,23,"Acer saccharinum","Silver Maple","POINT (-79.418709277967 43.6238795152633)"
594,80734,61111,3265,"MCqqAhAE St","OclLfdRn St","gxvUKVuj St",18.3,6,"Picea pungens","White Birch","POINT (-79.4830617042491 43.6682877194136)"
595,96754,65591,116,"cIaFSPpn St","IqUsqNOA St","VJThsMvA St",14.6,19,"Betula papyrifera","White Birch","POINT (-79.5273601255845 43.8120002313051)"
596,36234,84999,3934,"tcrBWwZS St","rpmZUhBK St","IVLfUyIe St",73.4,13,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.358109267056 43.6865117185283)"
597,83712,54361,3713,"gPASIwob St","KamTyRpu St","HGkQfNbV St",69.7,19,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3190984485671 43.7148454311304)"
598,93439,12143,1236,"fCFduzju St","ITeJSSOG St","bNuYbKnJ St",63.4,3,"Betula papyrifera","Silver Maple","POINT (-79.482216633996 43.6134442032548)"
599,63967,46118,3825,"OQaMbgTY St","HlLWpvyk St","dEQhhmuq St",7.6,14,"Picea pungens","White Birch","POINT (-79.3373819608707 43.6208144732285)"
600,5799,14834,1668,"WWWBmorc St","mGGFMJzI St","NFmMIqMv St",77.4,24,"Acer saccharinum","White Birch","POINT (-79.5326582530979 43.8234713748563)"
601,91468,75195,942,"kmxVmhgh St","QFLhQmzm St","exjGyERq St",40.2,14,"Betula papyrifera","White Birch","POINT (-79.429809090984 43.7749171627453)"
602,20874,66446,4121,"pWXbntyQ St","hlUQszEZ St","FhmhDoTU St",20.3,15,"Acer saccharinum","Silver Maple","POINT (-79.4878878867486 43.778282698174)"
603,84189,62120,420,"VyssaSLx St","XnnQGXQX St","lKMcsPCD St",21.7,13,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5517470383784 43.8247095122933)"
604,20474,7831,2058,"ttjyTPxl St","iFEdBoUF St","AuyKnIyQ St",56.1,7,"Picea pungens","Colorado Blue Spruce","POINT (-79.371408382291 43.6686512851622)"
605,14478,19193,1665,"BYYPVrXK St","ynLjEuXI St","idZyhKMC St",57.6,19,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3677711084951 43.7223487244919)"
606,10943,13700,2008,"clyGARsv St","usJzmMUM St","vXQYTgKc St",7,11,"Picea pungens","White Birch","POINT (-79.5204115028493 43.6886050044093)"
607,1789,95213,3610,"LBrURFpT St","BJYIgLVd St","hlFbWqAf St",55.6,8,"Picea pungens","Silver Maple","POINT (-79.3352579212282 43.6627604655223)"
608,23506,77470,2640,"VKOlFbIH St","cGKKMBXA St","ffkLsAMr St",77.7,5,"Picea pungens","White Birch","POINT (-79.36651140498 43.7651312299538)"
609,93970,47782,700,"SqZRkHYd St","vGEdLMZe St","CrxfCfxW St",20,25,"Acer saccharinum","White Birch","POINT (-79.3917582300724 43.7689214799786)"
610,32638,74666,4018,"uFFUkVqD St","FbEuUeQw St","HUjYbMXp St",18.5,10,"Acer saccharinum","Silver Maple","POINT (-79.3898592852522 43.7182364882668)"
611,5483,76594,3774,"khXaPaEv St","kySGDLzr St","JVNxMFlY St",62.1,19,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4016507230466 43.7551325811539)"
612,72383,48498,2178,"DsnCTBDC St","QRzMJqkX St","jTSOfkim St",83.9,21,"Picea pungens","Silver Maple","POINT (-79.3298636927502 43.665674462798)"
613,41125,90274,3296,"kXocAJyG St","NtsPNFZn St","TPRKvFAq St",44.5,19,"Picea pungens","Silver Maple","POINT (-79.3723343952559 43.8402866007527)"
614,91154,1962,990,"uXFbKAer St","kjTIMoVF St","epxbOtLI St",46.3,20,"Picea pungens","Silver Maple","POINT (-79.5850003713742 43.8923158749007)"
615,22849,46494,2842,"hyGhNAzW St","BPVrPnaa St","nlskMisz St",85,4,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3601484316168 43.6708244571462)"
616,58127,3957,1853,"qOvHLvTD St","CcmwYBHk St","HdOAnTnF St",32.1,3,"Acer saccharinum","Silver Maple","POINT (-79.3196728569688 43.7626722333953)"
617,38854,39962,484,"EOhmYBzV St","uUXCCBwB St","jMIbrLhg St",71.3,5,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3363542471314 43.640955919656)"
618,4961,68716,3635,"TUaJJUem St","OPdcxPmI St","xAOvyocd St",39.2,11,"Picea pungens","White Birch","POINT (-79.5969277317868 43.8419445532141)"
619,77224,98429,2879,"LUHWXeJs St","bIfFPxqc St","zeJVNXdr St",38.5,19,"Acer saccharinum","White Birch","POINT (-79.362344886153 43.8875918640988)"
620,84796,35850,1934,"KdkFszph St","ezNXPukH St","RkPRwAJH St",95.6,3,"Picea pungens","Colorado Blue Spruce","POINT (-79.3967181360582 43.8030296991346)"
621,73717,54906,3831,"ZobdLkgK St","IHnIpxIK St","xrbNYrFp St",61.6,18,"Acer saccharinum","White Birch","POINT (-79.4285772969015 43.7946486713132)"
622,3004,3386,2194,"rFIurPNb St","unSQwriP St","bgKlzpOB St",38,23,"Picea pungens","White Birch","POINT (-79.4264740483602 43.6850537623279)"
623,8390,54158,609,"irEKdmvP St","DqnrKiQu St","gbcIkKHp St",44.5,23,"Picea pungens","White Birch","POINT (-79.5996108110528 43.6875906770583)"
624,30774,33101,2584,"YOCNxuKv St","hVsXQKcv St","CBtnmQxk St",88.7,21,"Acer saccharinum","White Birch","POINT (-79.4155181026086 43.711262129806)"
625,47868,40884,735,"IvNlIAel St","DyAGBtKy St","luqYxrpe St",34.8,1,"Picea pungens","Silver Maple","POINT (-79.5600207605865 43.8124262792524)"
626,64790,80102,3991,"gySdpBit St","sSJXIxUC St","jrJtcpmx St",97.4,5,"Acer saccharinum","Silver Maple","POINT (-79.5471016505267 43.74286826069)"
627,91311,88916,1598,"FimOFEYU St","HflYepnT St","jPNtGunQ St",5.3,2,"Picea pungens","Colorado Blue Spruce","POINT (-79.4969360792776 43.6280481209047)"
628,88178,26260,1982,"UjLEtVal St","JTYWafig St","YlcOmJUJ St",50.5,4,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3394800326787 43.7255886700237)"
629,15017,16245,2860,"kJZoJfli St","cNMvnFhT St","tzOhWvxM St",92,23,"Acer saccharinum","Silver Maple","POINT (-79.3083352838643 43.7958567483816)"
630,67101,93868,922,"LdpCzxgY St","XZRiotxF St","fqajLuFD St",69.1,12,"Picea pungens","White Birch","POINT (-79.4281036238884 43.6517852527089)"
631,50108,26808,1689,"nziRuWFt St","wYQfXDQh St","eweEwsSk St",42.4,12,"Picea pungens","White Birch","POINT (-79.4530408265768 43.685372092342)"
632,77784,83955,4917,"IxbMYSGR St","dSTqxySW St","fIXAvrPj St",41.8,9,"Picea pungens","Colorado Blue Spruce","POINT (-79.5101736944634 43.861340116919)"
633,33037,61476,4454,"CoQlxPzI St","REXHWanc St","iKvsoqoq St",92.7,1,"Picea pungens","White Birch","POINT (-79.3136560188373 43.661516987416)"
634,58460,28638,1175,"pdCYoqPE St","kMCxNZRc St","StjUHejN St",60.8,18,"Acer saccharinum","Silver Maple","POINT (-79.5570726868929 43.655446962826)"
635,82412,67939,1582,"cknrxicI St","rPZWjJYp St","hFlZqDqW St",96,13,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4675046028569 43.6951787077589)"
636,52243,20997,2017,"MFospyqF St","RomSzGaV St","urOCQblZ St",95.9,1,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4286696758121 43.6536730641965)"
637,54335,53039,426,"tifHIJco St","AQImVmDe St","pLGmXjFr St",14.7,13,"Picea pungens","Colorado Blue Spruce","POINT (-79.4045794149162 43.8930209972663)"
638,61595,71394,1224,"CHtHkrnQ St","gSOlnVru St","YTswZZGQ St",23.1,11,"Betula papyrifera","White Birch","POINT (-79.4628454209771 43.8761419282993)"
639,72070,76966,1578,"dUAZONrm St","BDlLrLMD St","CWyxBEMO St",75.4,25,"Picea pungens","Colorado Blue Spruce","POINT (-79.5024947530124 43.8695297126193)"
